"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ptconsent_q12_oph,patient_consent_osborne_park_hospital,,radio,"<h2>I <b>consent</b> to <b>participating in this study</b></h2>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,[screen_hospital]='12',y,LH,,,,
ptconsent_q13_oph,patient_consent_osborne_park_hospital,,radio,"<div class=""rich-text-field-label""><h2>I would like <strong>my data</strong> to be <strong>used </strong>for <strong>related research <span style=""font-weight: normal;"">in the </span>future</strong></h2></div>","1, <font color=""white"">Yes <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=1037d6f865616755c8b92a267e6201833ab7cf60&id=245458&instance=1""> | 2, <font color=""white"">No <img lsrc=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:121px;max-width:121px;height:110px;max-height:110px;"" nativedim=""1"" class="""" src=""/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&doc_id_hash=a8ff7a4539f3c1f39351d01f87fb7c3fee21f680&id=245460&instance=1"">",,,,,,[screen_hospital]='12',y,LH,,,,
ptconsent_name_oph,patient_consent_osborne_park_hospital,,text,"<h2>My <b>name</b></h2>",,"Please provide first and last name only, separated by a space",,,,y,[screen_hospital]='12',y,RH,,,,
pt_initials_site_oph,patient_consent_osborne_park_hospital,,text,"Participant Initials",,,,,,,,,,,,," @HIDDEN
@HIDDEN-PDF
@CALCTEXT(concat((left([ptconsent_name_oph], 1)), (mid([ptconsent_name_oph], find(' ', [ptconsent_name_oph])+1,1))))"
ptconsent_sig_oph,patient_consent_osborne_park_hospital,,file,"<h2>My <b>signature<b/></h2>",,"Signed by participant",signature,,,y,[screen_hospital]='12',,RH,,,,
ptconsent_sigproxy_oph,patient_consent_osborne_park_hospital,,file,"<h2>Signed<b> on behalf of the patient</b> named above if required</h2>",,,signature,,,,[screen_hospital]='12',,RH,,,,
ptconsent_proxyname_oph,patient_consent_osborne_park_hospital,,text,"<div class=""rich-text-field-label""><h2>Name of patient representative</h2></div>",,,,,,y,"[ptconsent_sigproxy_oph]<>"""" and [screen_hospital]='12'",y,RH,,,,
ptconsent_proxytype_oph,patient_consent_osborne_park_hospital,,dropdown,"<div class=""rich-text-field-label""><h2>Representative type</h2></div>","1, Assigned Medical Officer | 2, Next of Kin | 3, Significant Other | 8, Other",,,,,,"[ptconsent_sigproxy_oph]<>"""" and [screen_hospital]='12'",,RH,,,,
ptconsent_proxyoth_oph,patient_consent_osborne_park_hospital,,text,"<div class=""rich-text-field-label""><h2>If other, please specify</h2></div>",,,,,,,[ptconsent_proxytype_oph]='8',,RH,,,,
ptconsent_findings_oph,patient_consent_osborne_park_hospital,,descriptive,"<div class=""rich-text-field-label""><h2>I would like to receive a <strong>written copy of the research findings. </strong></h2> <h2>My postal/email address is: {ptconsent_findingscontact_oph}</h2></div>",,,,,,,[screen_hospital]='12',,,,,,
ptconsent_findingscontact_oph,patient_consent_osborne_park_hospital,,text,"<div class=""rich-text-field-label""><h2>Contact</h2></div>",,,,,,,,,,,,,
ptconsent_papercomp_oph,patient_consent_osborne_park_hospital,,radio,"<div class=""rich-text-field-label""><h4>All questions on the paper form have been completed</h4></div>","1, Yes | 2, No",,,,,,[screen_hospital]='12',,LV,,,,
ptconsent_yes_oph,patient_consent_osborne_park_hospital,,descriptive,Yes,,,,,,,,,,,,," @HIDDEN"
ptconsent_no_oph,patient_consent_osborne_park_hospital,,descriptive,No,,,,,,,,,,,,," @HIDDEN"
consent_header,consent_checklist,,descriptive,"<p>Please do not leave any fields blank. <br />Admission information to be completed following consent.</p>",,,,,,,,,,,,,
pt_initials,consent_checklist,,text,"Participant initials",,,,,,,,,,,,," @HIDDEN
@IF([ptconsent_name]<>"""", @SETVALUE='[pt_initials_site]', 
@IF([ptconsent_name_svh]<>"""", @SETVALUE='[pt_initials_site_svh]', 
@IF([ptconsent_name_mnh]<>"""", @SETVALUE='[pt_initials_site_mnh]', 
@IF([ptconsent_name_mon]<>"""", @SETVALUE='[pt_initials_site_mon]',
@IF([ptconsent_name_fh]<>"""", @SETVALUE='[pt_initials_site_fh]',
@IF([ptconsent_name_fsh]<>"""", @SETVALUE='[pt_initials_site_fsh]',
@IF([ptconsent_name_scgh]<>"""", @SETVALUE='[pt_initials_site_scgh]',
@IF([ptconsent_name_oph]<>"""", @SETVALUE='[pt_initials_site_oph]',
""""))))))))"
gained_consent,consent_checklist,,yesno,"Consent obtained",,,,,,,,,,,,," @IF([ptconsent_q1]='2', @HIDECHOICE='1', @IF([ptconsent_q2]='2', @HIDECHOICE='1', @IF([ptconsent_q3]='2', @HIDECHOICE='1', @IF([ptconsent_q4]='2', @HIDECHOICE='1', @IF([ptconsent_q5]='2', @HIDECHOICE='1', @IF([ptconsent_q6]='2', @HIDECHOICE='1', @IF([ptconsent_q7]='2', @HIDECHOICE='1', @IF([ptconsent_q8]='2', @HIDECHOICE='1', @IF([ptconsent_q9]='2', @HIDECHOICE='1', @IF([ptconsent_q10]='2', @HIDECHOICE='1', @IF([ptconsent_q11]='2', @HIDECHOICE='1', @IF([ptconsent_q12]='2', @HIDECHOICE='1', @IF([ptconsent_q1_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q2_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q3_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q4_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q5_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q6_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q7_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q8_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q9_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q10_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q11_svh]='2', @HIDECHOICE='1', @IF([ptconsent_q12_svh]='2', @HIDECHOICE='1', """"))))))))))))))))))))))))"
gained_consent_y,consent_checklist,,radio,"Method of consent","1, Yes - by self | 2, Yes - by proxy (VIC or QLD only)",,,,,,[gained_consent]='1',,,,,,
gained_consent_n,consent_checklist,,text,"If no, reason:",,,,,,,[gained_consent]='0',,,,,,
completed,consent_checklist,,descriptive,"<div class=""green"" style=""text-align:left;""><h6 style=""text-align:left;"">Please mark as Complete and press Save and Exit Form and continue to the patient database to enter clinical information</h6></div>",,,,,,,"[gained_consent_y]='1' or [gained_consent_y]='2' ",,,,,,
noncompleted,consent_checklist,,descriptive,"<div class=""red"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please mark as Complete and press Save and Exit Form. No further information required for this patient.</h6> </div>",,,,,,,"[gained_consent_n] <> """"",,,,,,
patientchange_researcher,researcher_only_patient_change_of_consent,,text,User,,,,,,,,,,,,," @USERNAME"
patientchange,researcher_only_patient_change_of_consent,,radio,"Requirement for:","1, Consent capacity change | 2, Withdrawal",,,,,,,,,,,,
ptconsentchange_form,patient_consent_capacity_change,,file,"Please upload a copy of the signed patient consent form",,,,,,,,,,,,,
ptwithdraw_instruct,patient_withdrawal,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_upload,patient_withdrawal,,file,"Upload copy of signed withdrawal form",,,,,,,,,,,,,
ptwithdraw_form,patient_withdrawal,,descriptive,"Copy of withdrawal form",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_date,patient_withdrawal,,text,"Date and time opened",,,,,,,,,,,,," @HIDDEN-SURVEY @NOW @READONLY"
ptwithdraw_header1,patient_withdrawal,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Title of Project: </strong></span>Driving High-Value Aphasia Care through Meaningful Health System Monitoring. </h2>",,,,,,,,,,,,,
ptwithdraw_header2,patient_withdrawal,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Lay Title: </strong></span>Measuring and Monitoring Aphasia Services </h2>",,,,,,,,,,,,,
ptwithdraw_investigators,patient_withdrawal,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Investigators</strong></h2> <table style=""border-collapse: collapse; width: 100%; height: 1680.14px;"" border=""1""> <tbody> <tr style=""height: 157px;""> <td style=""width: 19.0257%; height: 157px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245446&doc_id_hash=a5cb28a20a18dc094ee2720c118ade90ef841009"" alt="""" width=""95"" height=""107""></td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 157px;""> <h2 style=""line-height: 150%;""><span style=""font-weight: normal;"">Marissa Stone</span></h2> <h3 style=""line-height: 150%;"">The University of Queensland, St Vincent's Hospital Melbourne</h3> </td> </tr> <tr style=""height: 128.578px;""> <td style=""width: 19.0257%; height: 128.578px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245448&doc_id_hash=72bc207b792073596d65e78ee2b757122add3729"" alt="""" width=""95"" height=""102""></td> <td style=""width: 80.9743%; height: 128.578px;""> <h2>Sally Zingelman</h2> <h3><span style=""font-weight: normal;"">STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v13.9.3/DataEntry/image_view.php?pid=2591&id=264697&doc_id_hash=dd73389e32fd57f4a999fefa1867c6f6db5c9261"" alt="""" width=""108"" height=""115""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Sarah Wallace</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://its-ss-academicportal.s3.amazonaws.com/prod/uqresearchers/photo/357.jpeg"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof David Copland</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0257%; height: 158.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v13.9.3/DataEntry/image_view.php?pid=2591&id=264695&doc_id_hash=3f7f40a1156fc6ce3bac9e232f9e28808c94730d"" alt="""" width=""104"" height=""112""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">A/Prof Monique Kilkenny</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 142.391px;""> <td style=""width: 19.0257%; height: 142.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v13.9.3/DataEntry/image_view.php?pid=2591&id=264693&doc_id_hash=a69b170b32c03d8d0cf609ea8225e3af0f45242e"" alt="""" width=""104"" height=""118""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 142.391px;""> <h2 style=""line-height: 150%;"">A/Prof Erin Godecke</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Edith Cowan University, Sir Charles Gairdner Hospital</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 10%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://federation.edu.au/__data/assets/image/0008/501794/MKM20190826170138_0050.jpg"" width=""95"" height=""63""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof Carolyn Unsworth</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Federation University</span></h3> </td> </tr> <tr style=""height: 130px;""> <td style=""width: 19.0257%; height: 130px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245452&doc_id_hash=ddad3638bf36b5bc83fc20f59218f637247b2a9e"" alt="""" width=""95"" height=""115""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 130px;""> <h2 style=""line-height: 150%;"">Dr Kirstine Shrusole</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Southern Cross University</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://scholars.latrobe.edu.au/rohalloran/photo"" alt=""Robyn O'Halloran"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Robyn O'Halloran</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">La Trobe University</span></h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0257%; height: 158.391px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.9.3/DataEntry/image_view.php?pid=2591&id=264689&doc_id_hash=8880baa340f1e177e1fb5e704447a6b55889e0e2"" alt="""" width=""95"" height=""108""></td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">Dr Muideen Olaiya</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 124px;""> <td style=""width: 19.0257%; height: 124px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245454&doc_id_hash=652a5e467c85f6c18f25f2fcde4d4f12c5581f5b"" alt="""" width=""95"" height=""109""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 124px;""> <h2 style=""line-height: 150%;"">Dr Sam Harvey</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v13.9.3/DataEntry/image_view.php?pid=2591&id=264691&doc_id_hash=81642a5756b61027ea5de88d6b27f6be08204f6d"" alt="""" width=""108"" height=""114""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Annie Hill</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 116.391px;""> <td style=""width: 19.0257%; height: 116.391px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s3-ap-southeast-2.amazonaws.com/curtin-staff-profile-images-prd/deborah-hersh-415a6b43.PNG?ver=0.4503943068653897"" alt=""Deborah Hersh"" width=""95"" height=""101""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 116.391px;""> <h2 style=""line-height: 150%;"">Prof Deborah Hersh</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Curtin University</span></h3> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ptwithdraw_info,patient_withdrawal,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""text-decoration: underline;""><span style=""color: rgb(0, 0, 0); text-decoration: underline;""><strong>Declaration by Participant</strong></span></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I wish to </span>withdraw from participation <span style=""font-weight: normal;"">from this research project. </span></strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand this will</span> not affect my routine care. </strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand that this will not affect my relationships with the researchers of The University of Queensland or with hospital staff. </span></strong></span></h2></div>",,,,,,,,y,,,,,
ptwithdraw_name,patient_withdrawal,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Name of Participant</strong></span></h2></div>",,,,,,,,y,,,,,
ptwithdraw_sign,patient_withdrawal,,file,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Signature</strong></span></h2></div>",,,signature,,,,,y,,,,,
ptwithdraw_signdate,patient_withdrawal,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Date</strong></span></h2></div>",,,date_dmy,,,,,y,,,,,
ptwithdraw_verbaldesc,patient_withdrawal,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In the event that the participant's decision to withdraw is communicated verbally, a Researcher must provide a description of the circumstances below.</span></p></div>",,,,,,,,,LV,,,,
ptwithdraw_instruct_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_form_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"Copy of withdrawal form",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_date_svh,patient_withdrawal_st_vincents_hospital,,text,"Date and time opened",,,,,,,,,,,,," @HIDDEN-SURVEY @NOW @READONLY"
ptwithdraw_header1_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Title of Project: </strong></span>Driving High-Value Aphasia Care through Meaningful Health System Monitoring. </h2>",,,,,,,,,,,,,
ptwithdraw_header2_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Lay Title: </strong></span>Measuring and Monitoring Aphasia Services </h2>",,,,,,,,,,,,,
ptwithdraw_investigators_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Researchers:</strong></h2> <h4><strong>Site Principal Investigator</strong></h4> <table style=""border-collapse: collapse; width: 100%; height: 75.094px;"" border=""1""> <tbody> <tr style=""height: 75.094px;""> <td style=""width: 19.0257%; height: 75.094px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v13.6.0/DataEntry/image_view.php?pid=2591&id=245446&doc_id_hash=a5cb28a20a18dc094ee2720c118ade90ef841009"" alt="""" width=""95"" height=""107""></td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 75.094px;""> <h2 style=""line-height: 150%;""><span style=""font-weight: normal;"">Marissa Stone</span></h2> <h3 style=""line-height: 150%;"">The University of Queensland, St Vincent's Hospital Melbourne</h3> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ptwithdraw_info_svh,patient_withdrawal_st_vincents_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""text-decoration: underline;""><span style=""color: rgb(0, 0, 0); text-decoration: underline;""><strong>Declaration by Participant</strong></span></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I wish to </span>withdraw from participation <span style=""font-weight: normal;"">from this research project. </span></strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand this will</span> not affect my routine care. </strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand that this will not affect my relationships with the researchers of The University of Queensland or with hospital staff. </span></strong></span></h2></div>",,,,,,,,,,,,,
ptwithdraw_name_svh,patient_withdrawal_st_vincents_hospital,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Name of Participant</strong></span></h2></div>",,,,,,,,y,,,,,
ptwithdraw_sign_svh,patient_withdrawal_st_vincents_hospital,,file,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Signature</strong></span></h2></div>",,,signature,,,,,y,,,,,
ptwithdraw_signdate_svh,patient_withdrawal_st_vincents_hospital,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Date</strong></span></h2></div>",,,date_dmy,,,,,y,,,,,
ptwithdraw_verbaldesc_svh,patient_withdrawal_st_vincents_hospital,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In the event that the participant's decision to withdraw is communicated verbally, a Researcher must provide a description of the circumstances below.</span></p></div>",,,,,,,,,LV,,,,
ptwithdraw_instruct_mnh,patient_withdrawal_metro_north_health,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_upload_mnh,patient_withdrawal_metro_north_health,,file,"Upload copy of signed withdrawal form",,,,,,,,,,,,,
ptwithdraw_form_mnh,patient_withdrawal_metro_north_health,,descriptive,"Copy of withdrawal form",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_date_mnh,patient_withdrawal_metro_north_health,,text,"Date and time opened",,,,,,,,,,,,," @HIDDEN-SURVEY @NOW @READONLY"
ptwithdraw_header1_mnh,patient_withdrawal_metro_north_health,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Title of Project: </strong></span>Driving High-Value Aphasia Care through Meaningful Health System Monitoring. </h2>",,,,,,,,,,,,,
ptwithdraw_header2_mnh,patient_withdrawal_metro_north_health,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Lay Title: </strong></span>Measuring and Monitoring Aphasia Services </h2>",,,,,,,,,,,,,
ptwithdraw_investigators_mnh,patient_withdrawal_metro_north_health,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Researchers:</strong></h2> <h2><strong>Dr Sarah Wallace (1), Dr Sam Harvey (1), </strong></h2> <h2><strong>Dr Clare Burns (2), Kylie Short (3), </strong></h2> <h2><strong>Stacey Rand (4), Wendy Luttrell (5), </strong></h2> <h2><strong>Kate Hacking (6)</strong></h2> <p> </p> <h2>(1) STARS Education and Research Alliance The University of Queensland and Metro North Health, Queensland, (2) Royal Brisbane & Women's Hospital, (3) Surgical Treatment and Rehabilitation Service, (4) Caboolture Hospital, (5) Redcliffe Hospital, (6) Community and Oral Health</h2> <p> </p></div>",,,,,,,,,,,,,
ptwithdraw_info_mnh,patient_withdrawal_metro_north_health,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""text-decoration: underline;""><span style=""color: rgb(0, 0, 0); text-decoration: underline;""><strong>Declaration by Participant</strong></span></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I wish to </span>withdraw from participation <span style=""font-weight: normal;"">from this research project. </span></strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand this will</span> not affect my routine care. </strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand that this will not affect my relationships with the researchers of The University of Queensland or with hospital staff. </span></strong></span></h2></div>",,,,,,,,,,,,,
ptwithdraw_name_mnh,patient_withdrawal_metro_north_health,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Name of Participant</strong></span></h2></div>",,,,,,,,y,,,,,
ptwithdraw_sign_mnh,patient_withdrawal_metro_north_health,,file,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Signature</strong></span></h2></div>",,,signature,,,,,y,,,,,
ptwithdraw_signdate_mnh,patient_withdrawal_metro_north_health,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Date</strong></span></h2></div>",,,date_dmy,,,,,y,,,,,
ptwithdraw_verbaldesc_mnh,patient_withdrawal_metro_north_health,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In the event that the participant's decision to withdraw is communicated verbally, a Researcher must provide a description of the circumstances below.</span></p></div>",,,,,,,,,LV,,,,
