"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
saqol_post_nc_ptfact2,post_saqol39,,text,"If other, please specify",,,,,,,[saqol_post_nc_ptfact(8)]='1',,,,,,
saqol_post_nc_svfact,post_saqol39,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {saqol_post_nc_svfact2}","Select all that apply",,,,,[saqol_post_nc(2)]='1',,,,,,
saqol_post_nc_svfact2,post_saqol39,,text,"If other, please specify",,,,,,,[saqol_post_nc_svfact(8)]='1',,,,,,
saqol_post_date,post_saqol39,,text,"Date post SAQOL-39 administered",,DD-MM-YYYY,date_dmy,,,,[saqol_post_comp]='1',,,,,," @HIDEBUTTON"
saqol_post_admin,post_saqol39,,dropdown,"Administered by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_name,post_saqol39,,text,"Name of Administrator",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_mode,post_saqol39,,radio,"Mode of administration","1, In person | 2, Remote via telehealth | 9, Other {saqol_post_modeoth}",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_modeoth,post_saqol39,,text,"Please specify",,,,,,,[saqol_post_mode]='9',,,,,," @PLACEHOLDER=""Please specify"""
saqol_post_qheader,post_saqol39,Physical,descriptive,"During the past week, how much trouble did you have",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sc1,post_saqol39,,radio,"SC1 Preparing food?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sc4,post_saqol39,,radio,"SC4 Getting dressed?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sc5,post_saqol39,,radio,"SC5 Taking a bath or shower?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m1,post_saqol39,,radio,"<div class=""rich-text-field-label""><p>M1 Walking?<br><br><em>If patient can't walk, tick 1 and go to question M7</em></p></div>","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m4,post_saqol39,,radio,"M4 Keeping your balance when bending or reaching over?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m6,post_saqol39,,radio,"M6 Climbing stairs?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m7,post_saqol39,,radio,"M7 Walking without stopping to rest or using a wheelchair without stopping to rest?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m8,post_saqol39,,radio,"M8 Standing?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_m9,post_saqol39,,radio,"M9 Getting out of a chair?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_w1,post_saqol39,,radio,"W1 Doing daily work around the house?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_w2,post_saqol39,,radio,"W2 Finishing jobs that you started?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_ue1,post_saqol39,,radio,"UE1 Writing or typing?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_ue2,post_saqol39,,radio,"UE2 Putting on socks?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_ue4,post_saqol39,,radio,"UE4 Doing buttons?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_ue5,post_saqol39,,radio,"UE5 Doing a zip?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_ue6,post_saqol39,,radio,"UE6 Opening a jar?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_qheader_2,post_saqol39,Communication,descriptive,"During the past week, how much trouble did you have",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_l2,post_saqol39,,radio,"L2 Speaking?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_l3,post_saqol39,,radio,"L3 Speaking clearly enough to use the phone?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_l5,post_saqol39,,radio,"L5 Getting other people to understand you?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_l6,post_saqol39,,radio,"L6 Finding the word you wanted to say?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_l7,post_saqol39,,radio,"L7 Getting other people to understand you even when you repeated yourself?","1, 1 Couldn't do it at all | 2, 2 A lot of trouble | 3, 3 Some trouble | 4, 4 A little trouble | 5, 5 No trouble at all",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_qheader_3,post_saqol39,Psychosocial,descriptive,"During the past week, did you",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_t4,post_saqol39,,radio,"T4 Have to write things down to remember them (or ask somebody else to write things down for you to remember)?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_t5,post_saqol39,,radio,"T5 Find it hard to make decisions?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_p1,post_saqol39,,radio,"P1 Feel irritable?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_p3,post_saqol39,,radio,"P3 Feel that your personality has changed?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_md2,post_saqol39,,radio,"MD2 Feel discouraged about your future?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_md3,post_saqol39,,radio,"MD3 Have no interest in other people or activities?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_md6,post_saqol39,,radio,"MD6 Feel withdrawn from other people?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_md7,post_saqol39,,radio,"MD7 Have little confidence in yourself?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_e1,post_saqol39,,radio,"E2 Feel tired most of the time?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_e3,post_saqol39,,radio,"E3 Have to stop and rest often during the day?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_e4,post_saqol39,,radio,"E4 Feel too tired to do what you wanted to do?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_fr7,post_saqol39,,radio,"FR7 Feel that you were a burden to your family?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_qheader_4,post_saqol39,Communication,descriptive,"During the past week, did you",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_fr9,post_saqol39,,radio,"FR9 Feel that your language problems interfered with your family life?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_qheader_5,post_saqol39,Psychosocial,descriptive,"During the past week, did you",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sr1,post_saqol39,,radio,"SR1 Go out less often than you would like?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sr4,post_saqol39,,radio,"SR4 Do your hobbies and recreation less often than you would like?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sr5,post_saqol39,,radio,"SR5 See your friends less often than you woud like?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sr7,post_saqol39,,radio,"SR7 Feel that your physical condition interfered with your social life?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_qheader_6,post_saqol39,Communication,descriptive,"During the past week, did you",,,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_sr8,post_saqol39,,radio,"SR8 Feel that your language problems interfered with your social life?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_mean,post_saqol39,"Score Calculations",calc,"SAQOL-39 Mean Score","round((sum([saqol_post_sc1],[saqol_post_sc4],[saqol_post_sc5],[saqol_post_m1],[saqol_post_m4],[saqol_post_m6],[saqol_post_m7],[saqol_post_m8],[saqol_post_m9],[saqol_post_w1],[saqol_post_w2],[saqol_post_ue1],[saqol_post_ue2],[saqol_post_ue4],[saqol_post_ue5],[saqol_post_ue6],[saqol_post_l2],[saqol_post_l3],[saqol_post_l5],[saqol_post_l6],[saqol_post_l7],[saqol_post_fr9],[saqol_post_sr8],[saqol_post_t4],[saqol_post_t5],[saqol_post_p1],[saqol_post_p3],[saqol_post_md2],[saqol_post_md3],[saqol_post_md6],[saqol_post_md7],[saqol_post_e1],[saqol_post_e3],[saqol_post_e4],[saqol_post_fr7],[saqol_post_sr1],[saqol_post_sr4],[saqol_post_sr5],[saqol_post_sr7])/39))",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_physical,post_saqol39,,calc,"Physical Score","round((sum([saqol_post_sc1],[saqol_post_sc4],[saqol_post_sc5],[saqol_post_m1],[saqol_post_m4],[saqol_post_m6],[saqol_post_m7],[saqol_post_m8],[saqol_post_m9],[saqol_post_w1],[saqol_post_w2],[saqol_post_ue1],[saqol_post_ue2],[saqol_post_ue4],[saqol_post_ue5],[saqol_post_ue6])/16))",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_communication,post_saqol39,,calc,"Communication Score","round((sum([saqol_post_l2],[saqol_post_l3],[saqol_post_l5],[saqol_post_l6],[saqol_post_l7],[saqol_post_fr9],[saqol_post_sr8])/7))",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_psychosocial,post_saqol39,,calc,"Psychosocial Score","round((sum([saqol_post_t4],[saqol_post_t5],[saqol_post_p1],[saqol_post_p3],[saqol_post_md2],[saqol_post_md3],[saqol_post_md6],[saqol_post_md7],[saqol_post_e1],[saqol_post_e3],[saqol_post_e4],[saqol_post_fr7],[saqol_post_sr1],[saqol_post_sr4],[saqol_post_sr5],[saqol_post_sr7])/16))",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_incomp,post_saqol39,"Incomplete items",radio,"Were any items in this test NOT asked by the clinician or NOT attempted by the patient?","1, Yes - some items incomplete | 2, No - all items complete",,,,,,[saqol_post_comp]='1',,,,,,
saqol_post_incomplist,post_saqol39,,notes,"Please describe reasons for incomplete items",,,,,,,[saqol_post_incomp]='1',,,,,,
pt_q_header,patient_experience_survey,"Patient Experience Survey",descriptive,"<div class=""rich-text-field-label""><p>Instructions for clinicians</p> <p><span style=""font-weight: normal;"">Please provide communication supported as required. </span></p> <p><span style=""font-weight: normal;"">Please read to the patient before completing the survey:</span></p> <p><em><span style=""font-weight: normal;"">During your hospital admission, your speech pathologist(s) asked you questions and collected information about you and your aphasia, as part of a minimum dataset.</span></em></p> <p><em><span style=""font-weight: normal;"">We are interested in your experience of providing this information and participating in tests about your aphasia.</span></em></p> <p> </p> <div class=""yellow""> <h6>Please open in survey view to complete with the patient</h6> </div> <p><br>In the top right, click Survey options > Open survey</p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.14/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p> <p> </p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
data_entry_id_ptex,patient_experience_survey,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY @HIDDEN"
pt_q_completed,patient_experience_survey,,radio,"Was the patient experience survey completed?","1, Yes | 2, No",,,,,,,y,,,,," @HIDDEN-SURVEY"
pt_q_nc,patient_experience_survey,,checkbox,"If the patient experience survey was not completed, why not?","1, Patient factors | 2, Service factors",,,,,,[pt_q_completed]='2',,,,,," @HIDDEN-SURVEY"
pt_q_nc_pt,patient_experience_survey,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {pt_q_nc_ptoth}","Select all that apply",,,,,[pt_q_nc(1)]=1,,,,,," @HIDDEN-SURVEY"
pt_q_nc_ptoth,patient_experience_survey,,text,"If other, please specify",,,,,,,[pt_q_nc_pt(8)]=1,,,,,," @HIDDEN-SURVEY"
pt_q_nc_sv,patient_experience_survey,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {pt_q_nc_svoth}","Select all that apply",,,,,[pt_q_nc(2)]=1,,,,,," @HIDDEN-SURVEY"
pt_q_nc_svoth,patient_experience_survey,,text,"If other, please specify",,,,,,,[pt_q_nc_sv(8)]=1,,,,,," @HIDDEN-SURVEY"
pt_q1,patient_experience_survey,"Patient Experience Survey",radio,"<h2><b>How easy</b> was it for you to <b>provide information</b> and <b>participate</b> in the <b>speech pathology tests?</b></h2>","1, <h2>Very difficult <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Difficult <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Easy <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very easy<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q2,patient_experience_survey,,radio,"<div class=""rich-text-field-label""><h2><strong>How understandable</strong> were the <strong> questions </strong>and <strong>tests? <span style=""font-weight: normal;"">(overall, throughout your hospital admission)</span></strong></h2> <p> </p></div>","1, <h2>Very difficult to understand <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Difficult to understand <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Easy to understand <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very easy to understand<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
